bet_id,sportsbook,type,status,odds,closing_line,ev,amount,profit,time_placed,time_settled,time_placed_iso,time_settled_iso,bet_info,tags,sports,leagues
partner_b87e2b95-e912-46a1-a70a-baf594beec40,ProphetX,straight,SETTLED_PUSH,2.1955999999999998,2.07905138339921,0.0561,5,0.00,04/05/2026 16:42:43 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:42:43.000Z,2026-04-05T20:35:00.000Z,under 4.5 Chris Paddack Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_d0a67447-53c7-4c9e-bc82-8c8204a15244,ProphetX,straight,SETTLED_PUSH,2.1955999999999998,2.07905138339921,0.0561,5,0.00,04/05/2026 16:47:11 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:47:11.000Z,2026-04-05T20:35:00.000Z,under 4.5 Chris Paddack Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_0d072d8a-d68d-484b-8168-4b2abe723534,ProphetX,straight,SETTLED_PUSH,2.1955999999999998,2.07905138339921,0.0561,5,0.00,04/05/2026 16:48:42 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:48:42.000Z,2026-04-05T20:35:00.000Z,under 4.5 Chris Paddack Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_6954d143-f9cc-4d1b-b39d-1f18d2871b3f,ProphetX,straight,SETTLED_PUSH,2.1955999999999998,2.07905138339921,0.0561,5,0.00,04/05/2026 16:47:42 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:47:42.000Z,2026-04-05T20:35:00.000Z,under 4.5 Chris Paddack Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_d2667208-a14d-4ff1-b3a9-30027879b26d,ProphetX,straight,SETTLED_PUSH,2.1955999999999998,2.07905138339921,0.0561,5,0.00,04/05/2026 16:45:43 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:45:43.000Z,2026-04-05T20:35:00.000Z,under 4.5 Chris Paddack Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_3d4018e8-7a30-4695-9f3e-c02020c476cb,ProphetX,straight,SETTLED_PUSH,2.1955999999999998,2.07905138339921,0.0561,5,0.00,04/05/2026 16:44:43 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:44:43.000Z,2026-04-05T20:35:00.000Z,under 4.5 Chris Paddack Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_19d00ec9-46b9-4266-bd33-b65c8963a71e,ProphetX,straight,SETTLED_PUSH,2.1955999999999998,2.07905138339921,0.0561,5,0.00,04/05/2026 16:46:43 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:46:43.000Z,2026-04-05T20:35:00.000Z,under 4.5 Chris Paddack Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_dad9644a-21c1-47e6-887e-220b7616ab16,ProphetX,straight,SETTLED_PUSH,2.1955999999999998,2.07905138339921,0.0561,5,0.00,04/05/2026 16:40:17 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:40:17.000Z,2026-04-05T20:35:00.000Z,under 4.5 Chris Paddack Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_ccdbba3a-f96f-4f2b-8cc8-f9f9b4bd8b44,ProphetX,straight,SETTLED_PUSH,2.1955999999999998,2.07905138339921,0.0561,5,0.00,04/05/2026 16:41:10 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:41:10.000Z,2026-04-05T20:35:00.000Z,under 4.5 Chris Paddack Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_d4f8a279-08e4-47a0-8afd-06fbbb915ce8,ProphetX,straight,SETTLED_PUSH,2.1955999999999998,2.07905138339921,0.0561,5,0.00,04/05/2026 16:44:12 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:44:12.000Z,2026-04-05T20:35:00.000Z,under 4.5 Chris Paddack Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_39215ac5-c0e7-47e4-8921-879a8af83684,ProphetX,straight,SETTLED_PUSH,2.1955999999999998,2.07905138339921,0.0561,5,0.00,04/05/2026 16:45:22 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:45:22.000Z,2026-04-05T20:35:00.000Z,under 4.5 Chris Paddack Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_0a661a92-bc45-47e8-b210-b8898201f426,ProphetX,straight,SETTLED_PUSH,2.1955999999999998,2.07905138339921,0.0561,5,0.00,04/05/2026 16:46:10 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:46:10.000Z,2026-04-05T20:35:00.000Z,under 4.5 Chris Paddack Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_b6449fe5-bcff-49a3-b9de-8e99d0aee3cb,ProphetX,straight,SETTLED_PUSH,2.1955999999999998,2.07905138339921,0.0561,5,0.00,04/05/2026 16:41:42 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:41:42.000Z,2026-04-05T20:35:00.000Z,under 4.5 Chris Paddack Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_37c509c7-d9ac-4f16-8812-53bd5f85529d,ProphetX,straight,SETTLED_PUSH,2.1955999999999998,2.07905138339921,0.0561,5,0.00,04/05/2026 16:43:12 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:43:12.000Z,2026-04-05T20:35:00.000Z,under 4.5 Chris Paddack Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_e98ef8ab-fabe-4702-8b1c-ec9141e92092,ProphetX,straight,SETTLED_PUSH,2.1955999999999998,2.07905138339921,0.0561,5,0.00,04/05/2026 16:43:42 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:43:42.000Z,2026-04-05T20:35:00.000Z,under 4.5 Chris Paddack Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_e75e96fb-fe2a-4a4e-ba70-a83fbce6b26d,ProphetX,straight,SETTLED_PUSH,2.1955999999999998,2.07905138339921,0.0561,5,0.00,04/05/2026 16:42:12 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:42:12.000Z,2026-04-05T20:35:00.000Z,under 4.5 Chris Paddack Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_482f20c6-066c-43b2-8aea-06399c0937fc,ProphetX,straight,SETTLED_PUSH,2.1955999999999998,2.07905138339921,0.0561,5,0.00,04/05/2026 16:40:43 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:40:43.000Z,2026-04-05T20:35:00.000Z,under 4.5 Chris Paddack Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_1948702f-7bd8-4f8c-ad70-c25ab11c714a,ProphetX,straight,SETTLED_PUSH,2.1955999999999998,2.07905138339921,0.0561,5,0.00,04/05/2026 16:38:42 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:38:42.000Z,2026-04-05T20:35:00.000Z,under 4.5 Chris Paddack Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_68b958e7-7930-47e6-a70d-aeb8929310e3,ProphetX,straight,SETTLED_PUSH,2.1955999999999998,2.07905138339921,0.0561,5,0.00,04/05/2026 16:39:11 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:39:11.000Z,2026-04-05T20:35:00.000Z,under 4.5 Chris Paddack Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_030b875e-8d10-40d7-8342-158eb5628f0b,ProphetX,straight,SETTLED_PUSH,2.1955999999999998,2.07905138339921,0.0561,5,0.00,04/05/2026 16:39:43 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:39:43.000Z,2026-04-05T20:35:00.000Z,under 4.5 Chris Paddack Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_a2130cbd-fe27-4d94-81f3-467a8d8bda56,ProphetX,straight,SETTLED_WIN,1.882882882882883,1.810205378681534,0.0401,2.22,1.96,04/05/2026 15:56:39 GMT,04/05/2026 20:35:00 GMT,2026-04-05T15:56:39.000Z,2026-04-05T20:35:00.000Z,over 4.5 Max Fried Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_33418a90-89c9-4222-963f-4d837e257522,ProphetX,straight,SETTLED_PUSH,2.1955999999999998,2.07905138339921,0.0561,5,0.00,04/05/2026 16:37:10 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:37:10.000Z,2026-04-05T20:35:00.000Z,under 4.5 Chris Paddack Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_a4d55b62-b263-4eb0-a68d-1c880f998c61,ProphetX,straight,SETTLED_PUSH,2.1955999999999998,2.07905138339921,0.0561,5,0.00,04/05/2026 16:36:41 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:36:41.000Z,2026-04-05T20:35:00.000Z,under 4.5 Chris Paddack Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_d5b0935b-5fb8-4690-bfc6-084ab71ad958,ProphetX,straight,SETTLED_PUSH,2.1955999999999998,2.07905138339921,0.0561,5,0.00,04/05/2026 16:34:10 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:34:10.000Z,2026-04-05T20:35:00.000Z,under 4.5 Chris Paddack Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_cc96c83a-01cc-45ac-9ca8-d2b4776f70ab,ProphetX,straight,SETTLED_PUSH,2.1955999999999998,2.07905138339921,0.0561,5,0.00,04/05/2026 16:38:10 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:38:10.000Z,2026-04-05T20:35:00.000Z,under 4.5 Chris Paddack Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_c8f69ad8-78bc-4570-b534-c1a90517ab8a,ProphetX,straight,SETTLED_PUSH,2.1955999999999998,2.07905138339921,0.0561,5,0.00,04/05/2026 16:35:41 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:35:41.000Z,2026-04-05T20:35:00.000Z,under 4.5 Chris Paddack Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_0de401cb-de51-4580-9690-b59af6f4f858,ProphetX,straight,SETTLED_WIN,1.875,1.810205378681534,0.0358,5,4.37,04/05/2026 16:31:10 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:31:10.000Z,2026-04-05T20:35:00.000Z,over 4.5 Max Fried Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_2e37bb36-67d1-4880-b138-c4d09967e77a,ProphetX,straight,SETTLED_PUSH,2.1955999999999998,2.07905138339921,0.0561,5,0.00,04/05/2026 16:34:42 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:34:42.000Z,2026-04-05T20:35:00.000Z,under 4.5 Chris Paddack Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_9a55aad7-8bdf-414e-a7a4-d86b583a78a4,ProphetX,straight,SETTLED_PUSH,2.1955999999999998,2.07905138339921,0.0561,5,0.00,04/05/2026 16:36:11 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:36:11.000Z,2026-04-05T20:35:00.000Z,under 4.5 Chris Paddack Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_fddd43b5-2ca5-4298-853e-9ea85e59658f,ProphetX,straight,SETTLED_WIN,1.875,1.810205378681534,0.0358,5,4.37,04/05/2026 16:34:42 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:34:42.000Z,2026-04-05T20:35:00.000Z,over 4.5 Max Fried Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_aa069804-574f-4fde-a558-7e7bed95449d,ProphetX,straight,SETTLED_WIN,1.875,1.810205378681534,0.0358,5,4.37,04/05/2026 16:32:12 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:32:12.000Z,2026-04-05T20:35:00.000Z,over 4.5 Max Fried Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_ccd373c2-64ef-4b02-bf1c-dadfcaf9fcb0,ProphetX,straight,SETTLED_PUSH,2.1955999999999998,2.07905138339921,0.0561,5,0.00,04/05/2026 16:37:43 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:37:43.000Z,2026-04-05T20:35:00.000Z,under 4.5 Chris Paddack Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_480829a3-fd37-4943-8752-cb2c6f567879,ProphetX,straight,SETTLED_PUSH,2.1955999999999998,2.07905138339921,0.0561,5,0.00,04/05/2026 16:35:10 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:35:10.000Z,2026-04-05T20:35:00.000Z,under 4.5 Chris Paddack Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_9067e13a-4b11-407b-bc20-b94b42dd8e5f,ProphetX,straight,SETTLED_WIN,1.875,1.810205378681534,0.0358,5,4.37,04/05/2026 16:34:10 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:34:10.000Z,2026-04-05T20:35:00.000Z,over 4.5 Max Fried Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_52878533-f180-4e6f-80af-ab0fd7068d93,ProphetX,straight,SETTLED_WIN,1.875,1.810205378681534,0.0358,5,4.37,04/05/2026 16:33:09 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:33:09.000Z,2026-04-05T20:35:00.000Z,over 4.5 Max Fried Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_f11a04da-d8e8-4356-a911-c82e50fe3a2b,ProphetX,straight,SETTLED_WIN,1.875,1.810205378681534,0.0358,5,4.37,04/05/2026 16:30:48 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:30:48.000Z,2026-04-05T20:35:00.000Z,over 4.5 Max Fried Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_e9f1b099-1abe-480c-a570-1b10a42e480c,ProphetX,straight,SETTLED_WIN,1.875,1.810205378681534,0.0358,5,4.37,04/05/2026 16:32:43 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:32:43.000Z,2026-04-05T20:35:00.000Z,over 4.5 Max Fried Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_674b792d-7c71-4ffd-81fd-6d471becb583,ProphetX,straight,SETTLED_WIN,1.875,1.810205378681534,0.0358,5,4.37,04/05/2026 16:33:41 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:33:41.000Z,2026-04-05T20:35:00.000Z,over 4.5 Max Fried Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_108eba45-3552-46e7-96f8-09e1be3ab025,ProphetX,straight,SETTLED_WIN,1.875,1.810205378681534,0.0358,5,4.37,04/05/2026 16:28:42 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:28:42.000Z,2026-04-05T20:35:00.000Z,over 4.5 Max Fried Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_523fb2c2-2a1e-4fc6-8a99-723b9d75d318,ProphetX,straight,SETTLED_WIN,1.875,1.810205378681534,0.0358,5,4.37,04/05/2026 16:31:41 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:31:41.000Z,2026-04-05T20:35:00.000Z,over 4.5 Max Fried Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_273b9539-0eda-4893-844d-36e20ad60025,ProphetX,straight,SETTLED_WIN,1.875,1.810205378681534,0.0358,5,4.37,04/05/2026 16:29:10 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:29:10.000Z,2026-04-05T20:35:00.000Z,over 4.5 Max Fried Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_6d7f4431-fe98-4740-b0f0-681adfb98883,ProphetX,straight,SETTLED_WIN,1.875,1.810205378681534,0.0358,5,4.37,04/05/2026 16:29:41 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:29:41.000Z,2026-04-05T20:35:00.000Z,over 4.5 Max Fried Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_18b0964c-de13-47df-8675-7b0c1a0f6c13,ProphetX,straight,SETTLED_WIN,1.875,1.810205378681534,0.0358,5,4.37,04/05/2026 16:26:42 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:26:42.000Z,2026-04-05T20:35:00.000Z,over 4.5 Max Fried Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_42959b88-7c87-4e9e-b7c1-eb50ebf98704,ProphetX,straight,SETTLED_WIN,1.875,1.810205378681534,0.0358,5,4.37,04/05/2026 16:23:41 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:23:41.000Z,2026-04-05T20:35:00.000Z,over 4.5 Max Fried Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_3e3a26e7-4116-4115-853d-5f8509d876f6,ProphetX,straight,SETTLED_WIN,1.875,1.810205378681534,0.0358,5,4.37,04/05/2026 16:28:10 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:28:10.000Z,2026-04-05T20:35:00.000Z,over 4.5 Max Fried Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_92fa837c-ef16-4340-8d7e-4e3856e055f7,ProphetX,straight,SETTLED_WIN,1.875,1.810205378681534,0.0358,5,4.37,04/05/2026 16:26:09 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:26:09.000Z,2026-04-05T20:35:00.000Z,over 4.5 Max Fried Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_b5759a15-257e-48a5-9d1f-c2d72599aafa,ProphetX,straight,SETTLED_WIN,1.875,1.810205378681534,0.0358,5,4.37,04/05/2026 16:24:10 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:24:10.000Z,2026-04-05T20:35:00.000Z,over 4.5 Max Fried Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_0139b4ce-a79d-4f9d-b579-df6e4faa1e37,ProphetX,straight,SETTLED_WIN,1.875,1.810205378681534,0.0358,5,4.37,04/05/2026 16:20:42 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:20:42.000Z,2026-04-05T20:35:00.000Z,over 4.5 Max Fried Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_4eca994b-1252-4fcf-a0b6-9354db8912d6,ProphetX,straight,SETTLED_LOSS,1.8166666666666669,1.7769081898880497,0.0224,5,-5.00,04/05/2026 16:25:43 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:25:43.000Z,2026-04-05T20:35:00.000Z,over 0.5 José Caballero Total Hits Miami Marlins at New York Yankees,,Baseball,MLB
partner_b1b36023-3e20-49f2-9cea-d6a8dbd89161,ProphetX,straight,SETTLED_WIN,1.875,1.810205378681534,0.0358,5,4.37,04/05/2026 16:27:42 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:27:42.000Z,2026-04-05T20:35:00.000Z,over 4.5 Max Fried Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_d498b872-ff06-4e8b-9318-7f881a657e4a,ProphetX,straight,SETTLED_WIN,1.875,1.810205378681534,0.0358,5,4.37,04/05/2026 16:27:11 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:27:11.000Z,2026-04-05T20:35:00.000Z,over 4.5 Max Fried Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_78ffefdf-9925-460c-be3e-b74c928a2f44,ProphetX,straight,SETTLED_WIN,1.875,1.810205378681534,0.0358,5,4.37,04/05/2026 16:22:42 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:22:42.000Z,2026-04-05T20:35:00.000Z,over 4.5 Max Fried Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_9beff1c1-bc1a-4196-8ffb-86af4cbe3911,ProphetX,straight,SETTLED_WIN,1.875,1.810205378681534,0.0358,5,4.37,04/05/2026 16:25:09 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:25:09.000Z,2026-04-05T20:35:00.000Z,over 4.5 Max Fried Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_0210e679-97b5-49f6-81dc-73c388cc0853,ProphetX,straight,SETTLED_WIN,1.875,1.810205378681534,0.0358,5,4.37,04/05/2026 16:24:40 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:24:40.000Z,2026-04-05T20:35:00.000Z,over 4.5 Max Fried Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_b7a9f6d0-833c-4e25-bdc3-a9357569639c,ProphetX,straight,SETTLED_WIN,1.875,1.810205378681534,0.0358,5,4.37,04/05/2026 16:19:41 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:19:41.000Z,2026-04-05T20:35:00.000Z,over 4.5 Max Fried Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_9f79ef53-5d4b-4d70-84a8-ebb550b948f2,ProphetX,straight,SETTLED_WIN,1.875,1.810205378681534,0.0358,5,4.37,04/05/2026 16:25:42 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:25:42.000Z,2026-04-05T20:35:00.000Z,over 4.5 Max Fried Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_0673d885-7bf4-4a35-85bc-2cfa00a142e0,ProphetX,straight,SETTLED_WIN,1.875,1.810205378681534,0.0358,5,4.37,04/05/2026 16:22:11 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:22:11.000Z,2026-04-05T20:35:00.000Z,over 4.5 Max Fried Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_ad785709-ac9a-4417-9253-444d869dab9a,ProphetX,straight,SETTLED_WIN,1.875,1.810205378681534,0.0358,5,4.37,04/05/2026 16:23:09 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:23:09.000Z,2026-04-05T20:35:00.000Z,over 4.5 Max Fried Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_6c62da32-418e-4371-b96d-4504676855f5,ProphetX,straight,SETTLED_WIN,1.875,1.810205378681534,0.0358,5,4.37,04/05/2026 16:21:41 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:21:41.000Z,2026-04-05T20:35:00.000Z,over 4.5 Max Fried Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_c9db57ea-92c4-4ec8-b53a-4813b80635ef,ProphetX,straight,SETTLED_WIN,1.875,1.810205378681534,0.0358,5,4.37,04/05/2026 16:20:13 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:20:13.000Z,2026-04-05T20:35:00.000Z,over 4.5 Max Fried Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_40aaefc5-7870-4e1f-9fa5-18758bc0615c,ProphetX,straight,SETTLED_WIN,1.875,1.810205378681534,0.0358,5,4.37,04/05/2026 16:21:10 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:21:10.000Z,2026-04-05T20:35:00.000Z,over 4.5 Max Fried Hits Allowed Miami Marlins at New York Yankees,,Baseball,MLB
partner_b93d7402-0738-4f96-914c-4fb32ea8df4c,ProphetX,straight,SETTLED_LOSS,2.2544000000000004,2.2129449363841642,0.0187,0.78,-0.78,04/05/2026 16:08:39 GMT,04/05/2026 20:35:00 GMT,2026-04-05T16:08:39.000Z,2026-04-05T20:35:00.000Z,under 4.5 Foster Griffin Hits Allowed Los Angeles Dodgers at Washington Nationals,,Baseball,MLB
partner_53027c35-69f3-4b93-8e2b-375f01636248,ProphetX,straight,SETTLED_WIN,2.0584,1.9578123349808834,0.0514,0.93,0.98,04/05/2026 15:36:08 GMT,04/05/2026 20:35:00 GMT,2026-04-05T15:36:08.000Z,2026-04-05T20:35:00.000Z,over 1.5 Aaron Judge Total Bases Miami Marlins at New York Yankees,,Baseball,MLB
partner_bae1e5e2-8e15-4a7d-96ce-e65afe449778,ProphetX,straight,SETTLED_WIN,2.0878000000000005,,,1,1.09,04/05/2026 17:39:42 GMT,04/05/2026 20:25:16 GMT,2026-04-05T17:39:42.000Z,2026-04-05T20:25:16.262Z,over 8.5 Total Runs Baltimore Orioles at Pittsburgh Pirates,,Baseball,MLB
partner_7e2ccbc2-e018-4ae1-b367-7b0eed2fc6f1,ProphetX,straight,SETTLED_LOSS,1.9333333333333331,1.9950626259380757,-0.0309,5,-5.00,04/05/2026 17:28:10 GMT,04/05/2026 20:25:16 GMT,2026-04-05T17:28:10.000Z,2026-04-05T20:25:16.261Z,under 15.5 Braxton Ashcraft Total Outs Recorded Baltimore Orioles at Pittsburgh Pirates,,Baseball,MLB
partner_fdf10ba3-8d2d-4f77-9d49-d067047b0c6b,ProphetX,straight,SETTLED_WIN,2.0486000000000004,2.0741557220865565,-0.0123,2.48,2.60,04/05/2026 17:25:42 GMT,04/05/2026 20:25:16 GMT,2026-04-05T17:25:42.000Z,2026-04-05T20:25:16.247Z,over 2.5 Chris Bassitt Total Earned Runs Allowed Baltimore Orioles at Pittsburgh Pirates,,Baseball,MLB
partner_e7e3047e-b9e9-44e0-b634-69db13d7cdfe,ProphetX,straight,SETTLED_LOSS,1.9423076923076925,1.9950626259380757,-0.0264,5,-5.00,04/05/2026 17:24:10 GMT,04/05/2026 20:25:16 GMT,2026-04-05T17:24:10.000Z,2026-04-05T20:25:16.246Z,under 15.5 Braxton Ashcraft Total Outs Recorded Baltimore Orioles at Pittsburgh Pirates,,Baseball,MLB
partner_bc085368-7d9b-4ece-9168-4f3d9964c2c8,ProphetX,straight,SETTLED_LOSS,1.9333333333333336,1.9950626259380757,-0.0309,5,-5.00,04/05/2026 17:12:12 GMT,04/05/2026 20:25:16 GMT,2026-04-05T17:12:12.000Z,2026-04-05T20:25:16.246Z,under 15.5 Braxton Ashcraft Total Outs Recorded Baltimore Orioles at Pittsburgh Pirates,,Baseball,MLB
partner_1738766c-9a34-435c-af71-5add6bb94b61,ProphetX,straight,SETTLED_WIN,2.0486000000000004,2.0741557220865565,-0.0123,5,5.24,04/05/2026 17:21:43 GMT,04/05/2026 20:25:16 GMT,2026-04-05T17:21:43.000Z,2026-04-05T20:25:16.245Z,over 2.5 Chris Bassitt Total Earned Runs Allowed Baltimore Orioles at Pittsburgh Pirates,,Baseball,MLB
partner_e0d89733-73d5-4aa9-a326-6db6e81020f1,ProphetX,straight,SETTLED_LOSS,1.9333333333333331,1.9950626259380757,-0.0309,5,-5.00,04/05/2026 17:11:42 GMT,04/05/2026 20:25:16 GMT,2026-04-05T17:11:42.000Z,2026-04-05T20:25:16.244Z,under 15.5 Braxton Ashcraft Total Outs Recorded Baltimore Orioles at Pittsburgh Pirates,,Baseball,MLB
partner_2c705283-8419-4d0a-9f07-02b51234e175,ProphetX,straight,SETTLED_LOSS,1.9333333333333331,1.9950626259380757,-0.0309,5,-5.00,04/05/2026 17:10:44 GMT,04/05/2026 20:25:16 GMT,2026-04-05T17:10:44.000Z,2026-04-05T20:25:16.243Z,under 15.5 Braxton Ashcraft Total Outs Recorded Baltimore Orioles at Pittsburgh Pirates,,Baseball,MLB
partner_8ce03ae8-5c84-4983-80a5-952ddb68ad1e,ProphetX,straight,SETTLED_LOSS,1.9333333333333331,1.9950626259380757,-0.0309,5,-5.00,04/05/2026 17:10:16 GMT,04/05/2026 20:25:16 GMT,2026-04-05T17:10:16.000Z,2026-04-05T20:25:16.242Z,under 15.5 Braxton Ashcraft Total Outs Recorded Baltimore Orioles at Pittsburgh Pirates,,Baseball,MLB
partner_509df08a-df53-4eed-9e8b-889bf31dd49a,ProphetX,straight,SETTLED_LOSS,2.0682,1.988616798460744,0.0400,2.82,-2.82,04/05/2026 17:10:16 GMT,04/05/2026 20:25:16 GMT,2026-04-05T17:10:16.000Z,2026-04-05T20:25:16.241Z,over 15.5 Chris Bassitt Total Outs Recorded Baltimore Orioles at Pittsburgh Pirates,,Baseball,MLB
